invoice_and_item_number,date,store_number,store_name,address,city,zip_code,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons
INV-53312500078,2022-11-23,3625,WAL-MART 0892 / ANKENY,1002 SE NATIONAL DR,ANKENY,50021.0,,POLK,1011400,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26826,JACK DANIELS OLD #7 BLACK LABEL,12,750,15.91,23.87,24,572.88,18.0,4.75
INV-45820400015,2022-03-22,5378,CASEY'S GENERAL STORE # 2543/ ALBION,201 S MAIN ST.,ALBION,50005.0,64,MARSHALL,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26826,JACK DANIELS OLD #7 BLACK LABEL,12,750,15.91,23.87,24,560.64,18.0,4.75
INV-40276400022,2021-09-21,4014,WAL-MART 1732 / DENISON,510 C AVE,DENISON,51442.0,24,CRAWFORD,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26826,JACK DANIELS OLD #7 BLACK LABEL,12,750,15.57,23.36,24,560.64,18.0,4.75
INV-57875000018,2023-04-25,5351,DOWNTOWN LIQUOR,1203 5TH ST.,SIOUX CITY,51101,,WOODBURY,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26826,JACK DANIELS OLD #7 BLACK LABEL,12,750,15.91,23.87,24,572.88,18.0,4.75
INV-34706300024,2021-03-03,5001,THE MUSIC STATION / INDEPENDENCE,709 FIRST ST W,INDEPENDENCE,50644.0,10,BUCHANAN,1011400.0,TENNESSEE WHISKIES,85.0,BROWN FORMAN CORP.,26826,JACK DANIELS OLD #7 BLACK LABEL,12,750,15.57,23.36,24,560.64,18.0,4.75
INV-45652700006,2022-03-16,2611,HY-VEE DRUGSTORE / OTTUMWA,1140 NORTH JEFFERSON ST,OTTUMWA,52501.0,90,WAPELLO,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26826,JACK DANIELS OLD #7 BLACK LABEL,12,750,15.91,23.87,24,560.64,18.0,4.75
INV-53152800033,2022-11-18,6254,HY-VEE FAST AND FRESH / MARION,2790 7TH AVENUE,MARION,52302.0,,LINN,1011400,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26826,JACK DANIELS OLD #7 BLACK LABEL,12,750,15.91,23.87,24,572.88,18.0,4.75
INV-57185600007,2023-04-03,6316,BEER THIRTY CARROLL / CARROLL,430 EAST 6TH STREET,CARROLL,51401,,CARROLL,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26826,JACK DANIELS OLD #7 BLACK LABEL,12,750,15.91,23.87,24,572.88,18.0,4.75
INV-17095000014,2019-01-23,3757,WAL-MART 3590 / SIOUX CITY,3101 FLOYD BLVD,SIOUX CITY,51108,97,WOODBURY,1011400.0,TENNESSEE WHISKIES,85.0,BROWN FORMAN CORP.,26826,JACK DANIELS OLD #7 BLACK LABEL,12,750,15.57,23.36,24,560.64,18.0,4.75
INV-36906200007,2021-05-25,5916,ANOTHER ROUND / DEWITT,622 S 6TH AVE,DEWITT,52742.0,23,CLINTON,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26826,JACK DANIELS OLD #7 BLACK LABEL,12,750,15.57,23.36,24,560.64,18.0,4.75
INV-55258200001,2023-01-25,2536,HY-VEE (1530) / PLEASANT HILL,4815 MAPLE DRIVE,PLEASANT HILL,50317,,POLK,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26826,JACK DANIELS OLD #7 BLACK LABEL,12,750,15.91,23.87,24,572.88,18.0,4.75
INV-24475800004,2020-01-10,4092,FAREWAY STORES #077 / NORWALK,1711 SUNSET DR,NORWALK,50211.0,91,WARREN,1011400.0,TENNESSEE WHISKIES,85.0,BROWN FORMAN CORP.,26826,JACK DANIELS OLD #7 BLACK LABEL,12,750,15.57,23.36,24,560.64,18.0,4.75
INV-14288100016,2018-09-06,2561,HY-VEE FOOD STORE / FLEUR / DSM,4605 FLEUR DRIVE,DES MOINES,50321,77,POLK,1011600.0,STRAIGHT RYE WHISKIES,260,DIAGEO AMERICAS,27025,BULLEIT 95 RYE,12,750,16.0,24.0,24,576.0,18.0,4.75
INV-16063500057,2018-12-04,2513,HY-VEE FOOD STORE #2 / IOWA CITY,812  S 1ST AVE,IOWA CITY,52240,52,JOHNSON,1011600.0,STRAIGHT RYE WHISKIES,260,DIAGEO AMERICAS,27025,BULLEIT 95 RYE,12,750,16.0,24.0,24,576.0,18.0,4.75
INV-40588600005,2021-10-01,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314.0,77,POLK,1011600.0,STRAIGHT RYE WHISKIES,65.0,JIM BEAM BRANDS,27066,OLD OVERHOLT RYE,12,750,11.54,17.31,24,415.44,18.0,4.75
INV-15905300051,2018-11-27,2513,HY-VEE FOOD STORE #2 / IOWA CITY,812  S 1ST AVE,IOWA CITY,52240,52,JOHNSON,1011600.0,STRAIGHT RYE WHISKIES,85,BROWN FORMAN CORP.,27130,WOODFORD RESERVE RYE,6,750,22.49,33.74,24,809.76,18.0,4.75
INV-23832700057,2019-12-11,2501,HY-VEE  #2 / AMES,640 LINCOLNWAY,AMES,50010.0,85,STORY,1011600.0,STRAIGHT RYE WHISKIES,65.0,JIM BEAM BRANDS,27189,BASIL HAYDEN DARK RYE,6,750,23.62,35.43,24,850.32,18.0,4.75
INV-39686400049,2021-08-31,2666,HY-VEE FOOD STORE #2 / STATE ANKENY,2510 SW STATE ST,ANKENY,50023.0,77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27410,JIM BEAM HONEY,12,750,10.5,15.75,24,378.0,18.0,4.75
INV-32334900006,2020-12-01,5666,COSTCO WHOLESALE #1325 / DAVENPORT,2790 E 53RD ST,DAVENPORT,52807.0,82,SCOTT,1011200.0,STRAIGHT BOURBON WHISKIES,306.0,MISSISSIPPI RIVER DISTIL,27479,CODY ROAD BOURBON,6,750,19.17,28.76,24,690.24,18.0,4.75
INV-35433500007,2021-03-30,2549,HY-VEE FOOD STORE / INDIANOLA,910 N JEFFERSON,INDIANOLA,50125.0,91,WARREN,1011100.0,BLENDED WHISKIES,65.0,JIM BEAM BRANDS,27544,RED STAG BLACK CHERRY,12,750,10.5,15.75,24,378.0,18.0,4.75
INV-26925000016,2020-04-29,4239,FAREWAY STORES #850 / SPIRIT LAKE,1906 KEOKUK,SPIRIT LAKE,51360.0,30,DICKINSON,1011100.0,BLENDED WHISKIES,65,JIM BEAM BRANDS,27544,RED STAG BLACK CHERRY,12,750,10.5,15.75,24,378.0,18.0,4.75
INV-47250500044,2022-05-09,3952,LOT-A-SPIRITS,3780 STATE ST,BETTENDORF,52722.0,82,SCOTT,1011100.0,BLENDED WHISKIES,65,JIM BEAM BRANDS,27544,RED STAG BLACK CHERRY,12,750,11.0,16.5,24,396.0,18.0,4.75
INV-46328400014,2022-04-08,5236,"GIGGLE JUICE LIQUOR STATION, LLC",600 W. MAIN ST.,ANAMOSA,52205,53,JONES,1011100.0,BLENDED WHISKIES,65,JIM BEAM BRANDS,27544,RED STAG BLACK CHERRY,12,750,11.0,16.5,24,396.0,18.0,4.75
INV-18694900008,2019-04-10,2543,HY-VEE FOOD STORE #1 / OTTUMWA,1025 NORTH QUINCY AVE,OTTUMWA,52501,90,WAPELLO,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27544,RED STAG BLACK CHERRY,12,750,10.5,15.75,24,378.0,18.0,4.75
INV-26813300047,2020-04-24,5443,1ST STOP BEVERAGE SHOP,2839 EAST UNIVERSITY AVE.,DES MOINES,50317.0,77,POLK,1011100.0,BLENDED WHISKIES,65,JIM BEAM BRANDS,27544,RED STAG BLACK CHERRY,12,750,10.5,15.75,24,378.0,18.0,4.75
INV-55587600014,2023-02-06,10065,MADELLA WINE AND SPIRITS / BETTENDORF,3263 MOENCKS COURT UNIT 3265,BETTENDORF,52722.0,,SCOTT,1011100,BLENDED WHISKIES,65,JIM BEAM BRANDS,27544,RED STAG BLACK CHERRY,12,750,11.0,16.5,24,396.0,18.0,4.75
INV-32932400031,2020-12-22,5351,DOWNTOWN LIQUOR,1203 5TH ST.,SIOUX CITY,51101.0,97,WOODBURY,1011100.0,BLENDED WHISKIES,65.0,JIM BEAM BRANDS,27544,RED STAG BLACK CHERRY,12,750,10.5,15.75,24,378.0,18.0,4.75
INV-30807300007,2020-10-06,2650,HY-VEE WINE AND SPIRITS / HARLAN,1808 23RD ST,HARLAN,51537.0,83,SHELBY,1011100.0,BLENDED WHISKIES,65.0,JIM BEAM BRANDS,27544,RED STAG BLACK CHERRY,12,750,10.5,15.75,24,378.0,18.0,4.75
INV-43837400035,2022-01-17,3952,LOT-A-SPIRITS,3780 STATE ST,BETTENDORF,52722.0,82,SCOTT,1011100.0,BLENDED WHISKIES,65,JIM BEAM BRANDS,27544,RED STAG BLACK CHERRY,12,750,11.0,16.5,24,396.0,18.0,4.75
INV-16588300030,2018-12-27,2625,HY-VEE WINE & SPIRITS #2 / DAVENPORT,3301 W KIMBERLY RD,DAVENPORT,52804,82,SCOTT,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,27544,RED STAG BLACK CHERRY,12,750,10.49,15.74,24,377.76,18.0,4.75
INV-34443900023,2021-02-19,4092,FAREWAY STORES #077 / NORWALK,1711 SUNSET DR,NORWALK,50211.0,91,WARREN,1011100.0,BLENDED WHISKIES,154,DUNKEL CORPORATION / IOWA DISTILLING,27629,PRAIRIE FIRE,12,750,9.09,13.64,24,327.36,18.0,4.75
INV-46347700012,2022-04-11,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314.0,77,POLK,1011100,BLENDED WHISKIES,154,DUNKEL CORPORATION / IOWA DISTILLING,27629,PRAIRIE FIRE,12,750,9.09,13.64,24,327.36,18.0,4.75
INV-58726500024,2023-05-23,5351,DOWNTOWN LIQUOR,1203 5TH ST.,SIOUX CITY,51101,,WOODBURY,1011100.0,BLENDED WHISKIES,65,JIM BEAM BRANDS,27682,JIM BEAM KENTUCKY FIRE,12,750,11.0,16.5,24,396.0,18.0,4.75
INV-14326600007,2018-09-10,5171,GARY'S LIQUOR & WINE LTD,"110, E JEFFERSON ST",DELAWARE,52036,28,DELAWARE,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27783,JIM BEAM APPLE,12,750,10.49,15.74,24,377.76,18.0,4.75
INV-32782300017,2020-12-16,5448,FAREWAY STORES #177/ FORT MADISON,1820 AVENUE H,FORT MADISON,52627.0,56,LEE,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,27783,JIM BEAM APPLE,12,750,10.5,15.75,24,378.0,18.0,4.75
INV-38035900133,2021-07-02,2613,HY-VEE FOOD STORE #1 / COUNCIL BLUFFS,2323 W BROADWAY,COUNCIL BLUFFS,51501.0,78,POTTAWATTAMIE,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,27783,JIM BEAM APPLE,12,750,10.5,15.75,24,378.0,18.0,4.75
INV-23729000038,2019-12-06,3651,WAL-MART 1491 / INDIANOLA,1500 NORTH JEFFERSON,INDIANOLA,50125.0,91,WARREN,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,27783,JIM BEAM APPLE,12,750,10.5,15.75,24,378.0,18.0,4.75
INV-34782400013,2021-03-05,4136,FAREWAY STORES #983 / GRIMES,351 GATEWAY DR,GRIMES,50111.0,77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,28043,JIM BEAM VANILLA,12,750,10.5,15.75,24,378.0,18.0,4.75
INV-30971100010,2020-10-13,2572,HY-VEE FOOD STORE / CEDAR FALLS,6301 UNIVERSITY,CEDAR FALLS,50613.0,7,BLACK HAWK,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,28043,JIM BEAM VANILLA,12,750,10.5,15.75,24,378.0,18.0,4.75
INV-39882800011,2021-09-08,2643,HY-VEE WINE AND SPIRITS / WATERLOO,2126 KIMBALL AVE,WATERLOO,50701.0,7,BLACK HAWK,1042100.0,IMPORTED DRY GINS,35,BACARDI USA INC,28236,BOMBAY SAPPHIRE GIN,12,750,13.5,20.25,24,486.0,18.0,4.75
INV-30906400012,2020-10-09,2566,HY-VEE FOOD STORE / KNOXVILLE,813 N LINCOLN STE 1,KNOXVILLE,50138.0,63,MARION,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,28279,JIM BEAM PEACH,12,750,10.5,15.75,24,378.0,18.0,4.75
INV-41123600034,2021-10-19,2661,HY-VEE FOOD STORE / SHELDON,1989 PARK ST,SHELDON,51201.0,71,O'BRIEN,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,28279,JIM BEAM PEACH,12,750,11.0,16.5,24,396.0,18.0,4.75
INV-43218700042,2021-12-23,2594,HY-VEE FOOD STORE / SIOUX CITY,4500 SERGEANT ROAD,SIOUX CITY,51106.0,97,WOODBURY,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,28279,JIM BEAM PEACH,12,750,11.0,16.5,24,396.0,18.0,4.75
INV-25561600001,2020-03-02,5298,DEWITT TRAVEL MART,"630, 6TH AVE",DEWITT,52742.0,23,CLINTON,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,28279,JIM BEAM PEACH,12,750,10.5,15.75,24,378.0,18.0,4.75
INV-46131700006,2022-04-01,4275,FAREWAY STORES #980 / KNOXVILLE,1308 S LINCOLN ST,KNOXVILLE,50138,63,MARION,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,28279,JIM BEAM PEACH,12,750,11.0,16.5,24,396.0,18.0,4.75
INV-35621800039,2021-04-07,2521,HY-VEE FOOD AND DRUG / GRAND / WDM,1990 GRAND AVENUE,WEST DES MOINES,50265.0,77,POLK,1042100.0,IMPORTED DRY GINS,240.0,WILLIAM GRANT & SONS INC,28625,HENDRICKS GIN,6,750,19.0,28.5,24,684.0,18.0,4.75
INV-45254300008,2022-07-26,3814,COSTCO WHOLESALE #788 / WDM,7205 MILLS CIVIC PKWY,WEST DES MOINES,50266.0,,DALLAS,1042100.0,IMPORTED DRY GINS,240,WILLIAM GRANT & SONS INC,28625,HENDRICKS GIN,6,750,19.0,28.5,24,684.0,18.0,4.75
INV-36555100037,2021-05-12,2502,HY-VEE WINE AND SPIRITS / ANKENY,410 NORTH ANKENY BLVD,ANKENY,50021.0,77,POLK,1042100.0,IMPORTED DRY GINS,260,DIAGEO AMERICAS,28866,TANQUERAY GIN,12,750,13.5,20.25,24,486.0,18.0,4.75
INV-35023500062,2021-03-15,2670,HY-VEE FOOD STORE / CORALVILLE,2004 8TH  ST,CORALVILLE,52241.0,52,JOHNSON,1042100.0,IMPORTED DRY GINS,260.0,DIAGEO AMERICAS,28866,TANQUERAY GIN,12,750,13.5,20.25,24,486.0,18.0,4.75
INV-44620600012,2022-02-10,5128,PRICE CHOPPER  /  BEAVER #1310,1819 BEAVER AVE,DES MOINES,50310.0,77,POLK,1041100.0,AMERICAN DRY GINS,626,JDSO INC / RED BOOT DISTILLERY,29421,BLUE OX GIN,12,750,3.66,5.49,24,131.76,18.0,4.75
INV-47660500007,2022-05-23,2190,"CENTRAL CITY LIQUOR, INC.",1460 2ND AVE,DES MOINES,50314.0,77,POLK,1041100.0,AMERICAN DRY GINS,421,SAZERAC COMPANY  INC,31296,MILES LONDON DRY GIN,12,750,4.5,6.75,24,162.0,18.0,4.75
INV-39116900013,2021-08-11,3420,SAM'S CLUB 6344 / WINDSOR HEIGHTS,1101  73RD ST,WINDSOR HEIGHTS,50311.0,77,POLK,1041100.0,AMERICAN DRY GINS,434,LUXCO INC,31656,PARAMOUNT GIN,12,750,3.4,5.1,24,122.4,18.0,4.75
INV-42909900034,2021-12-14,3993,NEW STAR LIQUOR / W 4TH S / WATERLOO,1625 WEST 4TH ST,WATERLOO,50701.0,7,BLACK HAWK,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA,32236,SEAGRAMS EXTRA DRY GIN,12,750,7.49,11.24,24,251.76,18.0,4.75
INV-34094600013,2021-02-08,5533,FAREWAY STORES #183 / FLEUR,4313 FLEUR DR,DES MOINES,50321.0,77,POLK,1041200.0,FLAVORED GIN,322,PRESTIGE WINE & SPIRITS GROUP / UNITED STATES DISTILLED PRODUCTS CO,33110,INDOGGO STRAWBERRY GIN,12,750,15.0,22.5,24,540.0,18.0,4.75
INV-29901900006,2020-09-01,2532,HY-VEE FOOD STORE #2 / DES MOINES,2540 E EUCLID,DES MOINES,50317.0,77,POLK,1032100.0,IMPORTED VODKAS,370.0,PERNOD RICARD USA,34006,ABSOLUT SWEDISH VODKA 80PRF,12,750,9.99,14.99,24,359.76,18.0,4.75
INV-40574500014,2021-09-30,2515,HY-VEE FOOD STORE #1 / MASON CITY,2400 4TH ST SW,MASON CITY,50401.0,17,CERRO GORDO,1032100.0,IMPORTED VODKAS,370,PERNOD RICARD USA,34006,ABSOLUT SWEDISH VODKA 80PRF,12,750,9.99,14.99,24,359.76,18.0,4.75
INV-54030500054,2022-12-15,2571,HY-VEE FOOD STORE #2 / WATERLOO,2181 LOGAN AVE,WATERLOO,50703.0,,BLACK HAWK,1032100,IMPORTED VODKAS,370,PERNOD RICARD USA,34006,ABSOLUT SWEDISH VODKA 80PRF,12,750,9.99,14.99,24,359.76,18.0,4.75
INV-19551000046,2019-05-23,2528,HY-VEE FOOD STORE #3 / DES MOINES,3221 SE 14TH ST,DES MOINES,50315,77,POLK,1032100.0,IMPORTED VODKAS,370,PERNOD RICARD USA,34006,ABSOLUT SWEDISH VODKA 80PRF,12,750,11.49,17.24,24,413.76,18.0,4.75
INV-24619600027,2020-01-17,4092,FAREWAY STORES #077 / NORWALK,1711 SUNSET DR,NORWALK,50211.0,91,WARREN,1032100.0,IMPORTED VODKAS,370.0,PERNOD RICARD USA,34006,ABSOLUT SWEDISH VODKA 80PRF,12,750,9.99,14.99,24,359.76,18.0,4.75
INV-13964400071,2018-08-21,2666,HY-VEE FOOD STORE #2 / STATE ANKENY,2510 SW STATE ST,ANKENY,50023,77,POLK,1032100.0,IMPORTED VODKAS,370.0,PERNOD RICARD USA,34006,ABSOLUT SWEDISH VODKA 80 PRF,12,750,11.49,17.24,24,413.76,18.0,4.75
INV-59875400016,2023-06-29,2627,HY-VEE WINE & SPIRITS #1 / MLK,3330 MARTIN LUTHER KING JR PKWY,DES MOINES,50310,,POLK,1032100.0,IMPORTED VODKAS,370,PERNOD RICARD USA,34006,ABSOLUT SWEDISH VODKA 80PRF,12,750,9.99,14.99,24,359.76,18.0,4.75
INV-57780300009,2023-04-21,5724,CASEY'S GENERAL STORE #3772,105 SOUTH 18TH STREET,CENTERVILLE,52544,,APPANOOSE,1032100.0,IMPORTED VODKAS,370,PERNOD RICARD USA,34006,ABSOLUT SWEDISH VODKA 80PRF,12,750,9.99,14.99,24,359.76,18.0,4.75
INV-45373400041,2022-07-29,6261,WAUKEE LIQUOR & FOOD MART / WAUKEE,763 SE ALICE'S ROAD,WAUKEE,50263.0,,DALLAS,1032100.0,IMPORTED VODKAS,370,PERNOD RICARD USA,34006,ABSOLUT SWEDISH VODKA 80PRF,12,750,9.99,14.99,24,359.76,18.0,4.75
INV-39100300004,2021-08-10,5720,CASEY'S GENERAL STORE #1921- ACKLEY,512 SHERMAN AVENUE,ACKLEY,50601.0,42,HARDIN,1032100.0,IMPORTED VODKAS,370,PERNOD RICARD USA,34006,ABSOLUT SWEDISH VODKA 80PRF,12,750,9.99,14.99,24,359.76,18.0,4.75
INV-35493500009,2021-04-01,4519,CASEY'S GENERAL STORE #2923 / WDM,1850 22ND ST,WEST DES MOINES,50266.0,77,POLK,1032100.0,IMPORTED VODKAS,370.0,PERNOD RICARD USA,34006,ABSOLUT SWEDISH VODKA 80PRF,12,750,9.99,14.99,24,359.76,18.0,4.75
INV-30727800019,2020-10-02,4334,FAREWAY STORES #114 / DUBUQUE,2050 JOHN F KENNEDY RD,DUBUQUE,52001.0,31,DUBUQUE,1032100.0,IMPORTED VODKAS,370.0,PERNOD RICARD USA,34006,ABSOLUT SWEDISH VODKA 80PRF,12,750,9.99,14.99,24,359.76,18.0,4.75
INV-14093900076,2018-08-28,2513,HY-VEE FOOD STORE #2 / IOWA CITY,812  S 1ST AVE,IOWA CITY,52240,52,JOHNSON,1032100.0,IMPORTED VODKAS,370.0,PERNOD RICARD USA,34006,ABSOLUT SWEDISH VODKA 80 PRF,12,750,11.49,17.24,24,413.76,18.0,4.75
INV-37979500058,2021-07-01,5102,WILKIE LIQUORS,724 1ST  ST  SE,MOUNT VERNON,52314.0,57,LINN,1032200.0,IMPORTED FLAVORED VODKA,370.0,PERNOD RICARD USA,34014,ABSOLUT APEACH,12,750,9.99,14.99,24,359.76,18.0,4.75
INV-31233500048,2020-10-21,3549,QUICKER LIQUOR STORE,1414 48TH ST,FORT MADISON,52627.0,56,LEE,1032200.0,IMPORTED FLAVORED VODKA,370.0,PERNOD RICARD USA,34014,ABSOLUT APEACH,12,750,9.99,14.99,24,359.76,18.0,4.75
INV-26619600018,2020-04-17,2612,HY-VEE STORE / PERRY,1215  141 ST,PERRY,50220.0,25,DALLAS,1032200.0,IMPORTED FLAVORED VODKA,370,PERNOD RICARD USA,34014,ABSOLUT APEACH,12,750,9.99,14.99,24,359.76,18.0,4.75
INV-16917000021,2019-01-14,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314,77,POLK,1032200.0,IMPORTED FLAVORED VODKA,370.0,PERNOD RICARD USA,34036,ABSOLUT PEARS,12,750,11.49,17.24,24,413.76,18.0,4.75
INV-16794000030,2019-01-07,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314,77,POLK,1032200.0,IMPORTED FLAVORED VODKA,370.0,PERNOD RICARD USA,34036,ABSOLUT PEARS,12,750,11.49,17.24,24,413.76,18.0,4.75
INV-49224300008,2022-07-15,2524,HY-VEE FOOD STORE / DUBUQUE,3500 DODGE ST,DUBUQUE,52001.0,31,DUBUQUE,1032200.0,IMPORTED FLAVORED VODKA,370,PERNOD RICARD USA,34036,ABSOLUT PEARS,12,750,9.99,14.99,24,359.76,18.0,4.75
INV-40328400039,2021-09-22,2629,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,1745 MADISON AVE,COUNCIL BLUFFS,51503.0,78,POTTAWATTAMIE,1032200.0,IMPORTED FLAVORED VODKA,370,PERNOD RICARD USA,34036,ABSOLUT PEARS,12,750,9.99,14.99,24,359.76,18.0,4.75
INV-55665000061,2023-02-08,2619,HY-VEE WINE AND SPIRITS / WDM,1725  74TH ST,WEST DES MOINES,50266.0,,POLK,1032200,IMPORTED FLAVORED VODKA,370,PERNOD RICARD USA,34036,ABSOLUT PEARS,12,750,9.99,14.99,24,359.76,18.0,4.75
INV-17978100040,2019-03-07,2635,HY-VEE #4 / DAVENPORT,4064 E 53RD ST,DAVENPORT,52807,82,SCOTT,1032200.0,IMPORTED FLAVORED VODKA,370,PERNOD RICARD USA,34052,ABSOLUT RASPBERRI,12,750,11.49,17.24,24,413.76,18.0,4.75
INV-33616800017,2021-01-20,2648,HY-VEE #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265.0,77,POLK,1032200.0,IMPORTED FLAVORED VODKA,370.0,PERNOD RICARD USA,34116,ABSOLUT MANDRIN,12,750,9.99,14.99,24,359.76,18.0,4.75
INV-44008700005,2022-01-21,2524,HY-VEE FOOD STORE / DUBUQUE,3500 DODGE ST,DUBUQUE,52001.0,31,DUBUQUE,1032200.0,IMPORTED FLAVORED VODKA,370,PERNOD RICARD USA,34116,ABSOLUT MANDRIN,12,750,9.99,14.99,24,359.76,18.0,4.75
INV-25695700052,2020-03-06,2591,HY-VEE WINE AND SPIRITS / ATLANTIC,1602 E 7TH ST,ATLANTIC,50022.0,15,CASS,1032100.0,IMPORTED VODKAS,35,BACARDI USA INC,34433,GREY GOOSE,12,750,18.49,27.74,24,665.76,18.0,4.75
INV-53448000004,2022-11-28,4051,FAREWAY STORES #639 / MAQUOKETA,110 WESTGATE DR,MAQUOKETA,52060.0,,JACKSON,1032100,IMPORTED VODKAS,35,BACARDI USA INC,34433,GREY GOOSE,12,750,15.0,22.5,24,540.0,18.0,4.75
INV-28758300015,2020-07-16,5127,PRICE CHOPPER  /  INGERSOLL,3425 INGERSOLL AVE,DES MOINES,50312.0,77,POLK,1032100.0,IMPORTED VODKAS,65,JIM BEAM BRANDS,34579,PINNACLE,12,750,6.5,9.75,24,234.0,18.0,4.75
INV-27440400137,2020-05-22,2624,HY-VEE #2 / DUBUQUE,2395 NW ARTERIAL RD,DUBUQUE,52002.0,31,DUBUQUE,1032100.0,IMPORTED VODKAS,65.0,JIM BEAM BRANDS,34579,PINNACLE,12,750,6.5,9.75,24,234.0,18.0,4.75
INV-52991400052,2022-11-14,2512,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240.0,,JOHNSON,1032100,IMPORTED VODKAS,277,STOLI GROUP,34746,STOLICHNAYA 80PRF,12,750,9.99,14.99,24,359.76,18.0,4.75
INV-25831000004,2020-03-12,2627,HY-VEE WINE & SPIRITS #1 / MLK,3330 MARTIN LUTHER KING JR PKWY,DES MOINES,50310.0,77,POLK,1032200.0,IMPORTED FLAVORED VODKA,115,CONSTELLATION BRANDS INC,34839,SVEDKA CITRON,12,750,8.75,13.13,24,315.12,18.0,4.75
INV-39330900021,2021-08-18,3773,BENZ DISTRIBUTING,501 7TH AVE SE,CEDAR RAPIDS,52401.0,57,LINN,1032200.0,IMPORTED FLAVORED VODKA,277,STOLI GROUP,34870,STOLICHNAYA RAZBERI,12,750,9.99,14.99,24,359.76,18.0,4.75
INV-38933000005,2021-08-04,2647,HY-VEE #7 / CEDAR RAPIDS,5050 EDGEWOOD RD,CEDAR RAPIDS,52411.0,57,LINN,1032200.0,IMPORTED FLAVORED VODKA,277,STOLI GROUP,34870,STOLICHNAYA RAZBERI,12,750,9.99,14.99,24,359.76,18.0,4.75
INV-36793800042,2021-05-20,2633,HY-VEE #3 / BDI / DES MOINES,3221 SE 14TH ST,DES MOINES,50320.0,77,POLK,1032200.0,IMPORTED FLAVORED VODKA,395,PROXIMO,34995,THREE OLIVES GRAPE,12,750,9.96,14.94,24,358.56,18.0,4.75
INV-39230700033,2021-08-16,2512,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240.0,52,JOHNSON,1032200.0,IMPORTED FLAVORED VODKA,395,PROXIMO,34995,THREE OLIVES GRAPE,12,750,9.96,14.94,24,358.56,18.0,4.75
INV-39825900159,2021-09-07,2512,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240.0,52,JOHNSON,1032200.0,IMPORTED FLAVORED VODKA,395,PROXIMO,34995,THREE OLIVES GRAPE,12,750,9.96,14.94,24,358.56,18.0,4.75
INV-17276700069,2019-01-31,2633,HY-VEE #3 / BDI / DES MOINES,3221 SE 14TH ST,DES MOINES,50320,77,POLK,1032200.0,IMPORTED FLAVORED VODKA,395.0,PROXIMO,34995,THREE OLIVES GRAPE,12,750,9.96,14.94,24,358.56,18.0,4.75
